ETH-21FEB24-2400-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294101,ETH,1.0,0.0001,2400.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2400-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294102,ETH,1.0,0.0001,2400.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2450-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294103,ETH,1.0,0.0001,2450.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2450-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294104,ETH,1.0,0.0001,2450.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294105,ETH,1.0,0.0001,2500.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294106,ETH,1.0,0.0001,2500.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2550-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294107,ETH,1.0,0.0001,2550.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2550-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294108,ETH,1.0,0.0001,2550.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2600-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294109,ETH,1.0,0.0001,2600.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2600-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294110,ETH,1.0,0.0001,2600.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2650-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294111,ETH,1.0,0.0001,2650.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2650-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294112,ETH,1.0,0.0001,2650.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2675-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294113,ETH,1.0,0.0001,2675.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2675-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294114,ETH,1.0,0.0001,2675.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2700-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294115,ETH,1.0,0.0001,2700.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2700-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294116,ETH,1.0,0.0001,2700.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2725-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294117,ETH,1.0,0.0001,2725.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2725-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294118,ETH,1.0,0.0001,2725.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2750-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1708243260000,294119,ETH,1.0,0.0001,2750.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
ETH-21FEB24-2750-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1708243260000,294120,ETH,1.0,0.0001,2750.0,True,1708502400000,reversed,0.0003,0.0003,option,False,eth_usd,2024-02-18 08:01:00,2024-02-21 08:00:00
